USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
024284,99999,MORA,SW,,ESKM,+60.958,+014.511,+0193.2,19910827,20240404
024285,99999,TORSBY,SW,,ESST,+60.158,+012.991,+0119.8,20070226,20240404
024350,99999,BORLANGE,SW,,ESSD,+60.422,+015.515,+0153.3,19790802,20240404
024430,99999,ENKOPING,SW,,,+59.650,+017.117,+0026.0,19790803,20240324
024460,99999,VASTERAS,SW,,ESOW,+59.589,+016.634,+0006.4,19770701,20240404
024500,99999,EGGEGRUND,SW,,,+60.733,+017.567,+0004.0,19970901,20240403
024520,99999,KILSBERGEN-SUTTARBODA,SW,,,+59.300,+014.900,+0219.0,20010701,20240312
024580,99999,UPPSALA,SW,,ESCM,+59.897,+017.589,+0020.7,19350101,20240404
024600,99999,ARLANDA,SW,,ESSA,+59.652,+017.919,+0041.8,19770630,20240404
024620,99999,UPPSALA UNIVERSITY,SW,,,+59.867,+017.633,+0013.0,20061108,20240215
024640,99999,BROMMA,SW,,ESSB,+59.354,+017.942,+0014.3,19310101,20240404
024820,99999,KERSTINBO,SW,,,+60.267,+016.983,+0057.0,20010701,20240110
024840,99999,STOCKHOLM/OBSERVATORIET,SW,,,+59.350,+018.067,+0044.0,20010601,20240315
024853,99999,SKAVSTA,SW,,ESKN,+58.789,+016.912,+0042.7,19910827,20240404
024890,99999,BERGA,SW,,,+59.067,+018.117,+0003.0,20010601,20240215
024900,99999,SVANBERGA,SW,,,+59.833,+018.633,+0016.0,20010701,20240404
024930,99999,SODERARM,SW,,,+59.750,+019.417,+0015.0,20010701,20240119
024980,99999,SVENSKA HOGARNA A,SW,,,+59.450,+019.500,+0012.0,20100602,20240217
025000,99999,NORDKOSTER,SW,,,+58.900,+011.000,+0035.0,19960201,20240312
025103,99999,TROLLHATTAN VANERSBORG,SW,,ESGT,+58.318,+012.345,+0041.8,19910827,20240404
025120,99999,SAVE,SW,,ESGP,+57.775,+011.870,+0018.0,19350101,20240404
025130,99999,GOTEBORG,SW,,,+57.717,+012.000,+0002.0,19960501,20240212
025140,99999,ARVIDSJAUR,SW,,ESNX,+65.590,+019.282,+0379.5,19770701,20240404
025160,99999,VINGA,SW,,,+57.633,+011.617,+0019.0,19960901,20240223
025200,99999,SATENAS,SW,,ESIB,+58.426,+012.714,+0055.2,19770701,20240404
025260,99999,LANDVETTER,SW,,ESGG,+57.663,+012.280,+0154.2,19771003,20240404
025440,99999,KARLSBORG,SW,,,+58.517,+014.517,+0094.0,19770701,20240120
025450,99999,AXSTAL,SW,,,+58.567,+014.567,+0093.0,20071104,20240318
025500,99999,JONKOPING,SW,,ESGJ,+57.758,+014.069,+0225.9,19310101,20240404
025560,99999,HAGSHULT,SW,,ESMV,+57.292,+014.137,+0169.5,19770701,20240404
025610,99999,KVARN,SW,,,+58.650,+015.433,+0010.0,20100503,20240120
025620,99999,MALMEN,SW,,ESCF,+58.402,+015.526,+0093.9,19770701,20240404
025625,99999,SAAB,SW,,ESSL,+58.406,+015.681,+0052.4,19951012,20240404
025635,99999,ANGELHOLM,SW,,ESDB,+56.283,+012.833,+0047.0,20040810,20240404
025650,99999,HULTSFRED,SW,,ESSF,+57.526,+015.823,+0111.6,19790806,20240214
025670,99999,LANDSORT,SW,,,+58.750,+017.867,+0020.0,19960801,20240308
025700,99999,NORRKOPING/BRAVALLA,SW,,,+58.617,+016.117,+0033.0,19770701,20240212
025710,99999,KUNGSANGEN,SW,,ESSP,+58.586,+016.251,+0009.8,19770701,20240404
025900,99999,VISBY,SW,,ESSV,+57.663,+018.346,+0050.0,19310101,20240404
026040,99999,HALMSTAD,SW,,ESMT,+56.691,+012.820,+0030.8,19770701,20240404
026050,99999,HALLANDS VADERO,SW,,,+56.450,+012.550,+0010.0,19960801,20240326
026150,99999,FALSTERBO A,SW,,,+55.383,+012.817,+0005.0,20090713,20240122
026180,99999,TORUP,SW,,,+56.950,+013.067,+0130.0,20080229,20240220
026290,99999,HASTVEDA,SW,,,+56.283,+013.933,+0010.0,20100503,20240215
026320,99999,UTKLIPPAN,SW,,,+55.950,+015.700,+0003.0,20010701,20240223
026350,99999,MALMO,SW,,,+55.567,+013.067,+0021.0,19350413,20240319
026360,99999,STURUP,SW,,ESMS,+55.530,+013.372,+0071.9,19770630,20240404
026410,99999,KRONOBERG,SW,,ESMX,+56.929,+014.728,+0185.9,19790802,20240404
026510,99999,KRISTIANSTAD,SW,,ESMK,+55.922,+014.086,+0023.2,19790802,20240404
026610,99999,KOSTA (ORREFORS),SW,,,+56.833,+015.467,+0232.0,20010916,20240215
026640,99999,RONNEBY,SW,,ESDF,+56.267,+015.265,+0058.2,19770701,20240404
026670,99999,KARLSKRONA-SODERSTJERNA,SW,,,+56.150,+015.583,+0008.0,20100503,20240215
026720,99999,KALMAR,SW,,ESMQ,+56.686,+016.288,+0005.2,19350101,20240404
026790,99999,HOBURG A,SW,,,+56.917,+018.150,+0039.0,20090610,20240226
027010,99999,KILPISJARVI SAANA,FI,,,+69.050,+020.850,+1009.0,20080115,20240404
027040,99999,HATTULA LEPAA AWS,FI,,,+61.117,+024.317,+0087.0,20080115,20240404
027050,99999,PELKOSENNIEMI PYHATUNTURI,FI,,,+67.017,+027.217,+0487.5,20080116,20240404
027060,99999,LOHJA PORLA,FI,,,+60.250,+024.050,+0037.0,20080115,20240404
027080,99999,KARVIA ALKKIA,FI,,,+62.183,+022.800,+0161.0,20130805,20240404
027100,99999,VESANTO SONKARI,FI,,,+62.917,+026.417,+0120.0,20080116,20240404
027140,99999,VAALA PELSO,FI,,,+64.500,+026.440,+0114.0,20080116,20240404
027170,99999,KITTILA POKKA,FI,,,+68.167,+025.767,+0272.0,20080115,20240404
027180,99999,PUUMALA KK URHEILUKENTTA,FI,,,+61.517,+028.183,+0098.0,20130805,20240404
027190,99999,SODANKYLA KOKKA,FI,,,+67.817,+027.750,+0240.0,20080116,20240404
027200,99999,KITTILA,FI,,EFKT,+67.701,+024.847,+0196.3,20050101,20240404
027210,99999,KOKKOLA TANKAR,FI,,,+63.950,+022.850,+0006.3,20080116,20240404
027220,99999,INARI SAARISELKA,FI,,,+68.417,+027.417,+0302.0,20080123,20240404
027250,99999,HALSUA KANALA PUROLA,FI,,,+63.450,+024.450,+0153.0,20080115,20240404
027260,99999,ENONTEKIO NAKKALA,FI,,,+68.600,+023.583,+0374.0,20080115,20240404
027270,99999,ASIKKALA PULKKILANHARJU,FI,,,+61.267,+025.517,+0076.0,20080115,20240404
027320,99999,KUOPIO RITONIEMI,FI,,,+62.800,+027.900,+0087.0,20090701,20240404
027330,99999,LAPPEENRANTA KONNUNSUO,FI,,,+61.033,+028.567,+0046.4,20090701,20240404
027340,99999,PARIKKALA KOITSANLAHTI,FI,,,+61.450,+029.467,+0075.0,20090701,20240404
027350,99999,VIRRAT AIJANNEVA,FI,,,+62.333,+023.550,+0139.5,20090701,20240404
027360,99999,JUVA PARTALA,FI,,,+61.900,+027.883,+0111.5,20090701,20240404
027370,99999,TOHOLAMPI LAITALA,FI,,,+63.817,+024.167,+0084.5,20090701,20240404
027380,99999,PYHAJARVI OL OJAKYLA,FI,,,+63.733,+025.700,+0153.3,20090701,20240404
027390,99999,SOTKAMO KUOLANIEMI,FI,,,+64.117,+028.333,+0162.5,20090701,20240404
027410,99999,JOMALA JOMLABY,FI,,,+60.183,+019.983,+0011.0,20080116,20240404
027430,99999,KEMIONSAARI VANO,FI,,,+59.867,+022.200,+0008.0,20090701,20240404
027450,99999,SALLA NARUSKA,FI,,,+67.167,+029.183,+0214.7,20090701,20240404
027460,99999,HANKO TULLINIEMI,FI,,,+59.817,+022.917,+0027.5,20090701,20240404
027470,99999,TURKU RAJAKARI,FI,,,+60.383,+022.100,+0005.5,20090701,20240404
027500,99999,HANKO TVARMINNE,FI,,,+59.850,+023.250,+0003.0,20090701,20240404
027510,99999,PORI TAHKOLUOTO HARBOUR,FI,,,+61.633,+021.383,+0004.6,20080116,20240404
027520,99999,KRISTIINANKAUPUNKI LIGHTHOUSE,FI,,,+62.200,+021.167,+0021.7,20080115,20240404
027530,99999,KANKAANPAA NIINISALO AIRFIELD,FI,,,+61.833,+022.467,+0122.0,20080115,20240404
027540,99999,HAMEENLINNA KATINEN,FI,,,+61.000,+024.500,+0085.0,20080115,20240404
027550,99999,YLIVIESKA AIRFIELD,FI,,,+64.050,+024.717,+0076.0,20030330,20240404
027560,99999,SALO KARKKA,FI,,,+60.367,+023.117,+0002.0,20080115,20240404
027570,99999,RAASEPORI JUSSARO,FI,,,+59.817,+023.583,+0022.8,20080116,20240404
027580,99999,VIHTI MAASOJA,FI,,,+60.417,+024.400,+0044.2,20080115,20240404
027590,99999,PORVOO HARABACKA,FI,,,+60.400,+025.600,+0023.5,20080116,20240404
027610,99999,RAUMA KYLMAPIHLAJA,FI,,,+61.150,+021.300,+0029.0,20080115,20240404
027630,99999,TAMPERE HARMALA,FI,,,+61.467,+023.750,+0086.0,20080115,20240404
027650,99999,LUHANKA JUDINSALO,FI,,,+61.700,+025.500,+0083.2,20080115,20240404
027660,99999,ILOMANTSI POTSONVAARA,FI,,,+63.150,+031.050,+0236.5,20120618,20240404
027670,99999,HAMEENLINNA LAMMI PAPPILA,FI,,,+61.050,+025.050,+0125.0,20080115,20240404
027680,99999,HEINOLA ASEMANTAUS,FI,,,+61.200,+026.050,+0092.0,20080115,20240404
027690,99999,KAUHAJOKI KUJA-KOKKO,FI,,,+62.417,+022.183,+0093.0,20080116,20240404
027700,99999,JUUPAJOKI HYYTIALA,FI,,,+61.850,+024.283,+0153.0,20080115,20240404
027710,99999,JOUTSA LEIVONMAKI SAVENAHO,FI,,,+61.883,+026.100,+0146.0,20080115,20240404
027720,99999,RANTASALMI RUKKASLUOTO,FI,,,+62.067,+028.567,+0080.0,20080115,20240404
027730,99999,TURKU ARTUKAINEN,FI,,,+60.450,+022.183,+0009.1,20080115,20240404
027770,99999,SALO KIIKALA AIRFIELD,FI,,,+60.467,+023.650,+0117.0,20040510,20240404
027780,99999,SAVONLINNA PUNKAHARJU,FI,,,+61.800,+029.317,+0079.5,20080115,20240404
027800,99999,KORSNAS BREDSKARET,FI,,,+62.933,+021.183,+0002.8,20080115,20240404
027810,99999,STROMMINGSBADN,FI,,,+62.983,+020.733,+0003.7,20080115,20240404
027870,99999,ALAJARVI MOKSY,FI,,,+63.083,+024.267,+0171.4,20080115,20240404
027880,99999,KUOPIO MAANINKA,FI,,,+63.150,+027.317,+0091.3,20080115,20240404
027890,99999,RAUTAVAARA YLA-LUOSTA,FI,,,+63.383,+028.667,+0165.5,20080116,20240404
027900,99999,KUMLINGE KK,FI,,,+60.250,+020.750,+0022.5,20030330,20240404
027910,99999,JUUKA NIEMELA,FI,,,+63.233,+029.233,+0115.0,20080115,20240404
027930,99999,LIPERI TUISKAVANLUOTO,FI,,,+62.550,+029.667,+0079.5,20080115,20240404
027940,99999,KIRKKONUMMI MAKILUOTO,FI,,,+59.917,+024.350,+0002.0,20080115,20240404
027950,99999,HELSINKI HARMAJA,FI,,,+60.100,+024.983,+0006.4,20080116,20240404
027960,99999,LIEKSA LAMPELA,FI,,,+63.317,+030.050,+0098.0,20080115,20240404
027970,99999,HAAPAVEST MUSTIKKAMAKI,FI,,,+64.150,+025.417,+0112.0,20080115,20240404
027980,99999,VALTIMO KK,FI,,,+63.667,+028.833,+0115.0,20080115,20240404
027990,99999,KUHMO KALLIOJOKI,FI,,,+64.300,+030.167,+0198.4,20080115,20240404
028000,99999,RAAHE NAHKIAINEN,FI,,,+64.617,+023.900,+0023.8,20080116,20240404
028010,99999,ENONTEKIO KILPISJARVI,FI,,,+69.050,+020.783,+0482.7,19790601,20240404
028030,99999,SIIKAJOKI REVONLAHTI,FI,,,+64.683,+025.083,+0049.5,20080115,20240404
028040,99999,TAIVALKOSKI KK URHEILUTIE,FI,,,+65.583,+028.217,+0197.0,20080115,20240404
028050,99999,UTSJOKI KEVO,FI,,,+69.750,+027.000,+0106.3,19730101,20240404
028070,99999,IVALO,FI,,EFIV,+68.607,+027.405,+0146.6,19520101,20240404
028075,99999,ENONTEKIO,FI,,EFET,+68.363,+023.424,+0306.3,19980419,20240404
028110,99999,KUUSAMO KIUTAKONGAS,FI,,,+66.367,+029.317,+0165.0,20080115,20240404
028120,99999,YLITORNIO MELTOSJARVI,FI,,,+66.533,+024.650,+0093.0,20080115,20240404
028130,99999,ROVANIEMI APUKKA,FI,,,+66.583,+026.017,+0107.4,20080115,20240404
028140,99999,KEMIJARVI AIRFIELD,FI,,,+66.717,+027.167,+0208.0,20080116,20240404
028150,99999,SAVUKOSKI KK,FI,,,+67.283,+028.183,+0180.0,20080115,20240404
028160,99999,SODANKYLA VUOTSO,FI,,,+68.083,+027.183,+0248.8,20080116,20240404
028170,99999,SAARISELKA KAUNISPAA,FI,,,+68.433,+027.450,+0438.0,20080115,20240404
028180,99999,INARI RAJAJOOSEPPI,FI,,,+68.483,+028.300,+0254.9,20080115,20240404
028190,99999,SALLA VARRIOTUNTURI,FI,,,+67.750,+029.617,+0360.0,20080115,20240404
028200,99999,MUONIO LAUKUKERO,FI,,,+68.067,+024.033,+0762.0,20080115,20240404
028210,99999,MUONIO SAMMALTUNTURI,FI,,,+67.967,+024.117,+0565.5,20080115,20240404
028230,99999,MUONIO ALAMUONIO,FI,,,+67.967,+023.683,+0252.6,19730101,20240404
028240,99999,KITTILA KENTTAROVA,FI,,,+67.983,+024.250,+0349.5,20080116,20240404
028250,99999,UTSJOKI NUORGAM,FI,,,+70.083,+027.900,+0022.0,20080115,20240404
028270,99999,INARI VAYLA,FI,,,+69.067,+027.500,+0123.5,20080115,20240404
028280,99999,KAARINA YLTOINEN,FI,,,+60.383,+022.550,+0005.2,20080115,20240404
028290,99999,HYVINKAA HYVINKAANKYLA,FI,,,+60.600,+024.800,+0087.5,20080115,20240404
028300,99999,KOUVOLA ANJALA,FI,,,+60.700,+026.817,+0033.0,20080115,20240404
028310,99999,VIROLAHTI KOIVUNIEMI,FI,,,+60.533,+027.667,+0005.0,20080115,20240404
028320,99999,TOHMAJARVI KEMIE,FI,,,+62.233,+030.350,+0090.0,20080115,20240404
028330,99999,SEINAJOKI PELMAA,FI,,,+62.933,+022.483,+0031.7,20080115,20240404
028340,99999,VIEREMA KAARAKKALA,FI,,,+63.833,+027.217,+0207.6,20080116,20240404
028350,99999,INARI NELLIM,FI,,,+68.850,+028.300,+0123.0,20080115,20240404
028360,99999,SODANKYLA,FI,,EFSO,+67.395,+026.619,+0183.5,19170101,20240404
028440,99999,PELLO CENTRE,FI,,EFPE,+66.767,+023.967,+0085.9,19730101,20240404
028450,99999,ROVANIEMI,FI,,EFRO,+66.565,+025.830,+0196.6,19730101,20240404
028470,99999,ROVANIEMI RAUTATIEASEMA,FI,,,+66.500,+025.717,+0082.3,20080115,20240404
028490,99999,SALLA KK MYLLYTIE,FI,,,+66.833,+028.667,+0221.7,20010601,20240404
028500,99999,VARKAUS KOLSUANNIEMI,FI,,,+62.317,+027.900,+0083.0,20130805,20240404
028510,99999,OULU OULUNSALO PELLONPAA,FI,,,+64.933,+025.367,+0012.0,20120101,20240404
028520,99999,KOKKOLA HOLLIHAKA,FI,,,+63.850,+023.117,+0008.1,20130805,20240404
028570,99999,INARI ANGELI LINTUPUOLISELKA,FI,,,+68.900,+025.733,+0285.0,20130805,20240404
028580,99999,INARI KIRAKKAJARVI,FI,,,+69.583,+028.900,+0106.0,20130805,20240404
028590,99999,PUOLANKA PALJAKKA,FI,,,+64.667,+028.050,+0341.0,20130805,20240404
028600,99999,KITTILA KK,FI,,,+67.650,+024.900,+0181.0,20130805,20240404
028620,99999,KEMI AJOS,FI,,,+65.667,+024.517,+0003.1,20040831,20240404
028630,99999,KEMI I LIGHTHOUSE,FI,,,+65.383,+024.100,+0019.0,20040213,20240404
028640,99999,KEMI TORNIO,FI,,EFKE,+65.782,+024.599,+0018.6,19520101,20240404
028660,99999,PUDASJARVI AIRFIELD,FI,,,+65.417,+026.967,+0120.0,20010601,20240404
028680,99999,KUUSAMO RUKATUNTURI,FI,,,+66.167,+029.150,+0362.8,20080115,20240404
028690,99999,KUUSAMO,FI,,EFKS,+65.988,+029.239,+0264.0,19090101,20240404
028720,99999,RAAHE LAPALUOTO HARBOUR,FI,,,+64.667,+024.400,+0002.0,20080116,20240404
028730,99999,HAILUOTO MARJANIEMI,FI,,,+65.033,+024.567,+0007.3,20040803,20240404
028740,99999,HAILUOTO ISLAND,FI,,EFHL,+65.033,+024.800,+0006.0,19730101,20240404
028750,99999,OULU,FI,,EFOU,+64.930,+025.355,+0014.3,19060101,20240404
028760,99999,OULU VIHREASAARI HARBOUR,FI,,,+65.000,+025.400,+0003.8,20080115,20240404
028800,99999,TORNIO TORPPI,FI,,,+65.850,+024.167,+0009.0,20130805,20240404
028810,99999,RANUA AIRFIELD,FI,,,+65.983,+026.367,+0161.0,20130805,20240404
028820,99999,KITTILA MATOROVA,FI,,,+68.000,+024.233,+0340.0,20130805,20240404
028830,99999,KAJAANI PETAISENNISKA,FI,,,+64.217,+027.750,+0161.5,20130805,20240404
028880,99999,INARI SEITALAASSA,FI,,,+69.050,+027.750,+0121.5,20130805,20240404
028890,99999,SUOMUSSALMI PESIO,FI,,,+64.933,+028.750,+0225.2,20010919,20240404
028900,99999,UTSJOKI KEVO KEVOJARVI,FI,,,+69.750,+027.017,+0076.0,20130805,20240404
028970,99999,KAJAANI,FI,,EFKI,+64.285,+027.692,+0147.2,19160101,20240404
029030,99999,KRUUNUPYY,FI,,EFKK,+63.721,+023.143,+0025.3,19601101,20240404
029060,99999,KEMIONSAARI KEMIO,FI,,,+60.167,+022.750,+0012.0,20130805,20240404
029070,99999,KALAJOKI ULKOKALLA,FI,,,+64.333,+023.450,+0005.0,19010101,20240404
029100,99999,MUSTASAARI VALASSAARET,FI,,,+63.433,+021.067,+0011.0,19730101,20240404
029110,99999,VAASA,FI,,EFVA,+63.051,+021.762,+0005.8,19170101,20240404
029130,99999,KAUHAVA,FI,,EFKA,+63.127,+023.051,+0046.0,19730101,20240404
029150,99999,VIITASAARI,FI,,EFVI,+63.083,+025.867,+0132.0,19730101,20240404
029170,99999,KUOPIO,FI,,EFKU,+63.007,+027.798,+0098.5,19060101,20240404
029190,99999,LAPPEENRANTA HIEKKAPAKKA,FI,,,+61.200,+028.467,+0077.0,19730101,20240404
029200,99999,PIETARSAARI KALLAN,FI,,,+63.750,+022.517,+0019.2,20040803,20240404
029240,99999,AHTARI MYLLYMAKI,FI,,EFHT,+62.533,+024.217,+0159.7,19730101,20240404
029245,99999,SEINAJOKI,FI,,EFSI,+62.692,+022.832,+0091.7,19990114,20240404
029260,99999,PORI RAILWAY STATION,FI,,,+61.483,+021.783,+0010.1,20120101,20240404
029270,99999,MULTIA KARHILA,FI,,,+62.517,+024.800,+0227.0,20130805,20240404
029280,99999,JOENSUU LINNUNLAHTI,FI,,,+62.600,+029.717,+0081.0,20130805,20240404
029290,99999,JOENSUU,FI,,EFJO,+62.663,+029.608,+0121.3,19520101,20240404
029310,99999,KASKINEN SALGRUND,FI,,,+62.333,+021.183,+0005.0,20130805,20240404
029350,99999,JYVASKYLA,FI,,EFJY,+62.399,+025.678,+0139.9,19170101,20240404
029370,99999,KOKEMAKI TULKKILA,FI,,,+61.250,+022.350,+0039.0,20120618,20240404
029390,99999,ILOMANTSI MEKRIJARVI,FI,,,+62.767,+030.983,+0156.5,20030330,20240404
029420,99999,KANKAANPAA NIINISALO PUOLVOIM,FI,,,+61.833,+022.467,+0124.8,19520101,20240404
029430,99999,TAMPERE SIILINKARI,FI,,,+61.517,+023.750,+0098.0,19730101,20240404
029440,99999,TAMPERE PIRKKALA,FI,,EFTP,+61.414,+023.604,+0118.9,19060101,20240404
029450,99999,HALLI,FI,,EFHA,+61.856,+024.787,+0146.0,19730101,20240404
029460,99999,JAMSA HALLI LENTOASEMANTIE,FI,,,+61.867,+024.817,+0144.0,20120618,20240404
029470,99999,MIKKELI,FI,,EFMI,+61.687,+027.202,+0100.3,19730101,20240404
029480,99999,SAVONLINNA,FI,,EFSA,+61.943,+028.945,+0094.8,19840813,20240404
029490,99999,SOMERO SALKOLA,FI,,,+60.650,+023.800,+0143.0,19730101,20240404
029500,99999,PARAINEN FAGERHOLM,FI,,,+60.117,+021.700,+0004.5,19010101,20240404
029520,99999,PORI,FI,,EFPO,+61.462,+021.800,+0013.4,19520101,20240404
029550,99999,KUOPIO SAVILAHTI,FI,,,+62.900,+027.633,+0088.3,20120618,20240404
029560,99999,KOUVOLA UTTI LENTOPORTINTIE,FI,,,+60.883,+026.933,+0099.0,20130805,20240404
029570,99999,VAASA KLEMETTILA,FI,,,+63.100,+021.639,+0009.0,20120101,20240404
029580,99999,LAPPEENRANTA,FI,,EFLP,+61.045,+028.144,+0106.4,19730101,20240404
029590,99999,LAPPEENRANTA LEPOLA,FI,,,+61.050,+028.217,+0104.4,20120618,20240404
029630,99999,JOKIOINEN,FI,,,+60.817,+023.500,+0103.0,19570402,20240404
029640,99999,KUSTAVI ISOKARI,FI,,,+60.717,+021.033,+0003.9,20040803,20240404
029660,99999,UTTI,FI,,EFUT,+60.896,+026.938,+0103.3,19730101,20240404
029670,99999,KOTKA HAAPASAARI,FI,,,+60.283,+027.183,+0005.5,20040803,20240404
029700,99999,MARIEHAMN,FI,,EFMA,+60.122,+019.898,+0005.2,19170101,20240404
029720,99999,TURKU,FI,,EFTU,+60.514,+022.263,+0049.1,19010101,20240404
029740,99999,HELSINKI VANTAA,FI,,EFHK,+60.317,+024.963,+0054.6,19520101,20240404
029760,99999,KOTKA RANKKI,FI,,,+60.383,+026.967,+0013.1,19520101,20240404
029780,99999,HELSINKI KAISANIEMI,FI,,,+60.183,+024.950,+0004.0,20080115,20240404
029790,99999,KOKAR BOGSKAR,FI,,,+59.500,+020.350,+0016.0,20040803,20240404
029800,99999,LEMLAND NYHAMN,FI,,,+59.967,+019.950,+0010.0,19730101,20240404
029810,99999,PARAINEN UTO,FI,,,+59.783,+021.367,+0006.8,19010101,20240404
029820,99999,HANKO RUSSARO,FI,,,+59.767,+022.950,+0006.5,19060101,20240404
029830,99999,NURMIJARVI GEOPHSICAL OBSERVATORY,FI,,,+60.517,+024.650,+0113.0,20120618,20240404
029840,99999,INKOO BAGASKAR,FI,,,+59.933,+024.017,+0012.0,19730101,20240404
029870,99999,PORVOO KALLBADAGRUND,FI,,,+59.983,+025.600,+0023.3,19821001,20240404
029890,99999,HELSINKI LIGHTHOUSE,FI,,,+59.950,+024.933,+0020.2,20120618,20240404
029910,99999,PORVOO EMASALO,FI,,,+60.200,+025.633,+0027.1,20040803,20240404
029920,99999,LOVIISA ORRENGRUND,FI,,,+60.283,+026.450,+0003.5,20040803,20240404
029930,99999,HAMMARLAND MARKET,FI,,,+60.300,+019.133,+0015.1,20040213,20240404
029980,99999,HELSINKI KUMPULA,FI,,,+60.200,+024.967,+0024.0,20130805,20240404
030020,99999,BALTASOUND NO.2,UK,,EGPW,+60.750,-000.850,+0015.0,19730101,20240404
030030,99999,SUMBURGH,UK,,EGPB,+59.879,-001.296,+0006.1,19770119,20240404
030050,99999,LERWICK,UK,,,+60.133,-001.183,+0084.0,19291001,20240404
030080,99999,FAIR ISLE,UK,,,+59.533,-001.633,+0057.0,19730103,20240404
030170,99999,KIRKWALL,UK,,EGPA,+58.958,-002.905,+0015.5,19730101,20240404
030180,99999,WOODVALE,UK,,EGOW,+53.582,-003.056,+0011.3,20050620,20240404
030220,99999,BENBECULA,UK,,EGPL,+57.481,-007.363,+0005.8,19730101,20240404
030230,99999,SOUTH UIST RANGE,UK,,,+57.333,-007.367,+0004.0,19920301,20240404
030260,99999,STORNOWAY,UK,,EGPO,+58.216,-006.331,+0007.9,19291001,20240404
030310,99999,LOCH GLASCARNOCH,UK,,,+57.717,-004.883,+0264.0,19921022,20240404
030340,99999,AULTBEA NO2,UK,,,+57.867,-005.633,+0010.0,19861001,20240404
030390,99999,BEALACH NA BA NO2,UK,,,+57.417,-005.683,+0773.0,19890301,20240404
030410,99999,AONACH MOR,UK,,,+56.817,-004.967,+1130.0,19920302,20240404
030440,99999,ALTNAHARRA NO2,UK,,,+58.283,-004.433,+0080.0,19930302,20240404
030470,99999,TULLOCH BRIDGE,UK,,,+56.867,-004.700,+0249.0,19830805,20240404
030590,99999,INVERNESS,UK,,EGPE,+57.543,-004.048,+0009.4,19730102,20240404
030620,99999,TAIN RANGE (SAWS),UK,,EGQA,+57.817,-003.967,+0004.0,19891019,20240404
030630,99999,AVIEMORE,UK,,,+57.200,-003.833,+0228.0,19821201,20240404
030650,99999,CAIRNGORM SUMMIT,UK,,,+57.117,-003.633,+1245.0,19850106,20240404
030660,99999,KINLOSS,UK,,EGQK,+57.649,-003.561,+0006.7,19730101,20240404
030680,99999,LOSSIEMOUTH,UK,,EGQS,+57.705,-003.339,+0012.8,19730103,20240404
030720,99999,CAIRNWELL,UK,,,+56.883,-003.417,+0933.0,19971201,20240404
030750,99999,WICK,UK,,EGPC,+58.459,-003.093,+0038.4,19291001,20240404
030800,99999,ABOYNE NO2,UK,,,+57.083,-002.833,+0140.0,19890412,20240404
030880,99999,INVERBERVIE NO.2,UK,,,+56.850,-002.267,+0134.0,19871202,20240404
030910,99999,DYCE,UK,,EGPD,+57.202,-002.198,+0065.5,19260602,20240404
031000,99999,TIREE,UK,,EGPU,+56.499,-006.869,+0011.6,19291001,20240404
031050,99999,ISLAY: PORT ELLEN,UK,,,+55.683,-006.250,+0017.0,20010729,20240404
031110,99999,MACHRIHANISH,UK,,EGQJ,+55.433,-005.700,+0010.0,19730101,20240404
031140,99999,OBAN,UK,,EGEO,+56.417,-005.467,+0004.0,19780902,20240404
031320,99999,WEST FREUGH (AUT),UK,,EGOY,+54.850,-004.950,+0012.0,19830804,20240404
031340,99999,GLASGOW BISHOPTON,UK,,,+55.900,-004.533,+0059.0,20030330,20240404
031350,99999,PRESTWICK,UK,,EGPK,+55.509,-004.587,+0019.8,19440101,20240404
031360,99999,PRESTWICK RNAS,UK,,,+55.517,-004.583,+0027.0,19930401,20240404
031394,99999,CAMPBELTOWN,UK,,EGEC,+55.437,-005.686,+0012.8,19990118,20240404
031400,99999,GLASGOW,UK,,EGPF,+55.872,-004.433,+0007.9,19291001,20240404
031401,99999,MAGNUS OIL PLATFORM,UK,,EGRE,+61.617,+001.300,+0470.0,20120301,20240404
031402,99999,BRUCE OIL PLATFORM,UK,,EGRK,+59.733,+001.667,+0470.0,20120301,20240404
031403,99999,HARDING OIL PLATFORM,UK,,EGRL,+59.267,+001.500,+0470.0,20120301,20240404
031405,99999,ANDREW OIL PLATFORM,UK,,EGRO,+58.033,+001.400,+0470.0,20120301,20240404
031406,99999,MUNGO OIL PLATFORM,UK,,EGRP,+57.367,+001.983,+0470.0,20120301,20240404
031407,99999,MARNOCK OIL PLATFORM,UK,,EGRS,+57.283,+001.650,+0470.0,20120301,20240404
031408,99999,RAVENSPURN N OIL PLATFORM,UK,,EGRV,+54.017,+001.100,+0470.0,20120301,20240404
031409,99999,WEST SOLE OIL PLATFORM,UK,,EGRW,+53.700,+001.133,+0470.0,20120301,20240404
031412,99999,CLAIR OIL PLATFORM,UK,,EGRF,+60.683,-002.533,+0470.0,20130312,20240404
